# Cluster Simulation
-58947863637.21872,50386100092.98742,-34247473107.824337,-345.2489050866552,-9484.387129582097,-4878.04009976927,1.3656814133099852e+25
29777540743.909046,-46721309973.417854,48069111634.56914,5056.598938915964,7072.7914089763035,-5253.239584439533,5.382521736990083e+24
-43472074194.74143,58616587458.22274,14413297641.20569,9274.289249055051,5277.83017665726,-6035.394405063444,3.928244705850518e+24
69696581585.03421,-27857772997.903095,-55682017651.1845,-1072.9165728737826,5547.685739555485,7478.369047309086,1.1341997713762831e+24
-55276761578.53142,-55358383692.13573,19829767388.572456,8066.313685154582,5341.269288330468,516.3359800033213,4.010156501552327e+25
-73086993243.09152,29061973790.636684,-30259221515.86085,9026.574464785379,2045.4142569630585,-5137.016251010919,2.4992091798352586e+24
7717541804.369521,-67481967479.6208,10474891818.538233,7729.553366376174,1883.6445000542371,4584.829885477668,1.0860317216872752e+25
50590373465.597084,41774696023.564026,-55213518233.6686,-3918.448482689778,5289.065444385544,7153.817486986118,9.191832595865147e+24
-56344943080.586494,-37949208296.10282,-58744353089.94872,6541.859359578211,4171.859990078652,-2197.1345405977227,1.5631744713597563e+25
16618305697.294277,-21920730405.00499,-12515398375.776804,-7039.224210005082,4455.323848281851,3120.08477921524,7.617271947902757e+25
71570676755.64622,-35900083417.01661,-24068487641.12578,-4011.5320905588605,-5045.294708966939,-7516.9005050971355,6.149278045826066e+25
-646133409.9010247,-29892300985.391438,-4122837398.395537,5058.931064302758,-4631.785559324946,6224.617606952081,3.128148592044217e+25
-5102886585.97459,7263894649.743978,-99106696201.80579,-5185.916264887076,8968.126126772255,-1542.5892598538594,5.108247185224506e+25
-72451375939.9085,64853631122.668976,-6855462695.648154,4974.067013515265,-4995.110195179582,5098.445163377966,2.3367564870250034e+25
-78483917213.4651,-38092549275.377686,1836462337.306064,-6198.596562230934,-2685.2496321092967,-1178.4337963199469,1.1031258750231854e+24
-13969582645.278519,65594811797.27614,59169101864.13637,4795.354159170829,-8063.536056517431,8843.285535446095,1.3884743293629197e+24
-73588091502.18536,-21171130512.548325,-40568617378.620605,3979.3669501283566,-5935.880937187652,-3310.3453878950395,6.772793020939454e+24
-3484773884.1682606,-19282529707.856625,11486137800.659393,-6572.29804352167,6261.052692728643,-9756.200401089971,1.1997045511353176e+25
46297587883.836876,15638531258.837292,-19277565861.292522,1941.7259147351415,7397.18791489632,-6389.225735472004,8.275462581531322e+25
5429050672.833692,-69124113062.03203,18704984787.083023,8066.731194045962,2986.964460914145,-1522.2925265687809,2.7193908522096364e+25
-427033507.7198645,43883253068.906746,-16660666593.92607,8246.849106959118,-3869.205802907689,-4244.663083117534,5.153790117238408e+24
39996685250.097176,885394962.7673422,-66108396502.94703,-7336.961634316539,2417.915501365087,-6829.368844366015,1.6691126803119468e+25
-6808806528.962224,65360804446.28584,53510751646.60431,-7119.5982604802375,7701.131674837994,2191.178480827375,5.276179233514442e+25
6005494546.984906,29123081265.293842,-36406297878.16297,132.261910058387,904.3561268960984,9993.666289072436,3.6732475571838115e+24
23766198001.17945,-5743967247.865279,-63678282411.576935,4990.287118758919,-7415.324859580422,8580.111759360985,6.982205542545563e+25
47943375373.603874,-45391407294.83443,54180194904.74332,-5027.956152292605,2572.097090460089,8517.381633349185,8.48338616764134e+25
-15448983788.168303,-18513907272.06527,-14578542352.865942,6009.165425054483,-6983.041678131165,-7231.832950399815,4.4584665155195425e+25
32833337349.383987,45600085250.92437,-19752549960.168194,976.2184102789706,6942.773296641706,-8050.887638381177,4.8481747143048916e+25
1883910082.3076274,-10107460638.370544,73037764807.76993,-7780.851017147594,3134.4342561335798,37.021223158881185,1.6633724404575625e+25
36158337890.14335,-72759721737.66862,-33238526373.30273,1910.0957345079169,5932.401676184258,-3449.489799299812,6.040141278748905e+24
-62735800798.72776,58382784098.145584,44093826737.45173,-2605.2935711757445,-6876.527482450858,8046.9536375880525,8.049085365929697e+25
-30980580071.080418,85776075592.44096,-10187297584.861904,-1822.81415250388,6418.471942336473,7240.091335826404,2.049823393716589e+24
34193979435.62833,-91701494939.8431,16552018391.932604,895.2332686421123,2749.6828031900714,-9933.706590971336,5.083666870840588e+24
-55697207612.79846,53284476226.054665,9902181215.93921,-1446.0361044232613,3010.907428176868,9694.165200422936,9.319256251044102e+25
27655692605.48565,-51724783007.024704,-20794947955.216713,-8419.542158185312,-4433.573925796492,-3993.728879363023,1.2540803811231292e+24
-34038437498.572857,-72526705177.4112,-5483560693.18867,-1768.547556643125,1492.9717173295485,-6991.642633042877,8.365595335056737e+25
-33450639848.73989,2888162977.6087627,-76863803973.82135,400.5899060190404,484.97620513752554,1449.6929036974016,5.886997785358999e+25
56616642380.12288,49855533196.66926,23285502414.45767,-2819.0748183845235,-2857.8317938738282,669.7122779862511,1.0397062314491173e+24
-13689623979.865843,-10189261833.177692,9086553048.33764,-4604.031343177952,8230.503169491793,409.11870647280375,1.313151485291196e+25
-63382154130.3318,-8320223753.21589,-76451369076.25775,-8587.984368292888,-7832.8311981911775,-5280.871660993945,2.6492949103781236e+24
